호선명,역명,에스컬레이터 관리번호,,근접 출입구번호,시작층(지상/지하),시작층(운행역층),시작층(상세위치),종료층(지상/지하),종료층(운행역층),종료층(상세위치),승강기 상태,승강기형폭,승강기 일련번호
2호선,증산,5,상행,1번,지상,1,(1F) 1번 출입구 근처,지상,2,(2F) 호포역 방향 승강장 2-2 출입문 앞,운행,1200형,8800-994
2호선,증산,6,하행,1번,지상,2,(2F) 호포역 방향 승강장 2-2 출입문 앞,지상,1,(1F) 1번 출입구 근처,운행,1200형,8800-995
2호선,증산,7,하행,1번,지상,1,(1F) 1번 출입구 근처,지상,2,(2F) 부산대양산캠퍼스역 방향  승강장 1-3 출입문 앞,운행,1200형,8800-999
2호선,증산,8,상행,1번,지상,2,(2F) 부산대양산캠퍼스역 방향  승강장 1-3 출입문 앞,지상,1,(1F) 1번 출입구 근처,운행,1200형,8800-998
2호선,호포,1,상행,3번,지상,2,(2F) 3번 출입구 근처,지상,4,(4F) 대합실,운행,1200형,8801-427
2호선,호포,2,상행,,지상,4,(4F) 개찰구,지상,2,대합실,운행,1200형,8801-428
2호선,화명,1,상행,1번,지하,1,(B1) 대합실 1번 출입구 방향 > (1F) 1번 출입구 앞,지상,1,(B1) 대합실 1번 출입구 방향 > (1F) 1번 출입구 앞,운행,800형,8806-634
2호선,화명,2,하행,1번,지상,1,(1F) 1번 출입구 앞 > (B1) 대합실 1번 출입구 방향,지하,1,(1F) 1번 출입구 앞 > (B1) 대합실 1번 출입구 방향,운행,800형,8806-635
2호선,화명,3,상행,2번,지하,1,(B1) 대합실 2번 출입구 방향 > (1F) 2번 출입구 앞,지상,1,(B1) 대합실 2번 출입구 방향 > (1F) 2번 출입구 앞,운행,800형,8806-615
2호선,화명,4,하행,2번,지상,1,(1F) 2번 출입구 앞 > (B1) 대합실 2번 출입구 방향,지하,1,(1F) 2번 출입구 앞 > (B1) 대합실 2번 출입구 방향,운행,800형,8806-616
2호선,수정,1,상행,5번,지하,1,(B1) 엘리베이터 3번 옆,지상,1,(1F) 부산은행 화명수정지점 앞,운행,800형,8806-638
2호선,수정,2,하행,5번,지상,1,(1F) 부산은행 화명수정지점 앞,지하,1,(B1) 엘리베이터 3번 옆,운행,800형,8806-639
2호선,수정,3,상행,2번,지하,1,(B1) 엘리베이터 4번 옆,지하,1,(B1) 롯데캐슬카이저 상가 통로 옆 ,운행,800형,8800-487
2호선,수정,4,하행,2번,지하,1,(B1) 롯데캐슬카이저 상가 통로 옆 ,지하,1,(B1) 엘리베이터 4번 옆,운행,800형,8800-488
2호선,수정,5,상행,2번,지하,1,(B1) 롯데캐슬카이저 상가 통로 옆 ,지상,1,(1F) 롯데캐슬카이저 상가 앞,운행,800형,8800-489
2호선,수정,6,하행,2번,지상,1,(1F) 롯데캐슬카이저 상가 앞,지하,1,(B1) 롯데캐슬카이저 상가 통로 옆 ,운행,800형,8800-490
2호선,구명,1,상행,,지하,3,(B3) 구남역 방향 5-1 출입문 앞,지하,1,(B1) 1번 출입구 방면 표내는곳 내 옆,운행,1200형,8800-789
2호선,구명,2,하행,,지하,1,(B1) 1번 출입구 방면 표내는곳 내 옆,지하,3,(B3) 구남역 방향 5-1 출입문 앞,운행,800형,8800-790
2호선,구명,3,하행,,지하,1,(B1) 2번 출입구 방면 표내는곳 내 옆,지하,3,(B3) 덕천역 방향 6-4 출입문 옆,운행,800형,8800-791
2호선,구명,4,상행,,지하,3,(B3) 덕천역 방향 6-4 출입문 옆,지하,1,(B1) 2번 출입구 방면 표내는곳 내 옆,운행,1200형,8800-792
2호선,구명,5,상행,,지하,3,(B3) 덕천역 방향 1-1 출입문 앞,지하,1,(B1) 3번 출입구 방면 표내는곳 내 옆,운행,1200형,8800-793
2호선,구명,6,하행,,지하,1,(B1) 3번 출입구 방면 표내는곳 내 옆,지하,3,(B3) 구남역 방향 1-1 출입문 앞,운행,800형,8800-794
2호선,구명,7,하행,,지하,1,(B1) 4번 출입구 방면 표내는곳 내 옆,지하,3,(B3) 덕천역 방향 3-1 출입문 앞,운행,800형,8800-795
2호선,구명,8,상행,,지하,3,(B3) 덕천역 방향 3-1 출입문 앞,지하,1,(B1) 4번 출입구 방면 표내는곳 내 옆,운행,1200형,8800-796
2호선,구남,1,상행,,지하,3,(B3)모라역 방향 승강장 5-1 출입문 앞,지하,1,(B1)표 내는 곳 내,운행,1200형,8800-781
2호선,구남,2,하행,,지하,1,(B1)표 내는 곳 내,지하,3,(B3)모라역 방향 승강장 5-1 출입문 앞,운행,800형,8800-782
2호선,구남,3,하행,,지하,1,(B1)표 내는 곳 내,지하,3,(B3)구명역 방향 승강장 6-4 출입문 앞,운행,800형,8800-783
2호선,구남,4,상행,,지하,3,(B3)구명역 방향 승강장 6-4 출입문 앞,지하,1,(B1)표 내는 곳 내,운행,1200형,8800-784
2호선,구남,5,상행,,지하,3,(B3)모라역 방향 승강장 1-1 출입문 앞,지하,1,(B1)표 내는 곳 내,운행,1200형,8800-785
2호선,구남,6,하행,,지하,1,(B1)표 내는 곳 내,지하,3,(B3)모라역 방향 승강장 1-1 출입문 앞,운행,800형,8800-786
2호선,구남,7,하행,,지하,1,(B1)표 내는 곳 내,지하,3,(B3)구명역 방향 승강장 3-1 출입문 앞,운행,800형,8800-787
2호선,구남,8,상행,,지하,3,(B3)구명역 방향 승강장 3-1 출입문 앞,지하,1,(B1)표 내는 곳 내,운행,1200형,8800-788
2호선,사상,1,하행,5번,지상,1,사상역 5번 출입구(서부버스터미널),지하,1,사상역 5번 출입구,운행,1200형,8801-105
2호선,사상,2,상행,5번,지하,1,사상역 5번 출입구(서부버스터미널),지상,1,사상역 5번 출입구,운행,1200형,8801-104
2호선,사상,3,상행,3번,지하,1,사상역 3번 출입구,지상,1,사상역 3번 출입구,운행,1200형,8807-880
2호선,사상,4,하행,3번,지상,1,사상역 3번 출입구,지하,1,사상역 3번 출입구,운행,1200형,8807-881
2호선,사상,5,상행,2번,지하,1,사상역 2번 출입구,지상,1,사상역 2번 출입구,운행,1000형,8807-884
2호선,사상,6,하행,2번,지상,1,사상역 2번 출입구,지하,1,사상역 2번 출입구,운행,1000형,8807-885
2호선,사상,7,상행,4번,지하,1,사상역 4번 출입구,지상,1,사상역 4번 출입구,운행,1200형,8807-882
2호선,사상,8,하행,4번,지상,1,사상역 4번 출입구,지하,1,사상역 4번 출입구,운행,1200형,8807-883
2호선,개금,1,상행,,지하,3,(B3) 동의대역 방향 4-3 출입문 앞,지하,1,"(B1) 1,3번 출입구 쪽 표 내는 곳 내",운행,1200형,8801-273
2호선,개금,2,하행,,지하,1,"(B1) 1,3번 출입구 쪽 표 내는 곳 내",지하,3,(B3) 동의대역 방향 4-3 출입문 앞,운행,800형,8801-274
2호선,개금,3,하행,,지하,1,(B1) 2번 출입구 쪽 표 내는 곳 내,지하,3,(B3) 냉정역 방향 6-4 출입문 앞,운행,800형,8801-275
2호선,개금,4,상행,,지하,3,(B3) 냉정역 방향 6-4 출입문 앞,지하,1,(B1) 2번 출입구 쪽 표 내는 곳 내,운행,1200형,8801-276
2호선,개금,5,상행,,지하,3,(B3) 동의대역 방향 1-1 출입문 옆,지하,1,(B1) 5.7번 출입구 쪽 표 내는 곳 내,운행,1200형,8801-277
2호선,개금,6,하행,,지하,1,(B1) 5.7번 출입구 쪽 표 내는 곳 내,지하,3,(B3) 동의대역 방향 1-1 출입문 옆,운행,800형,8801-278
2호선,개금,7,하행,,지하,1,(B1) 4번 출입구 쪽 표 내는 곳 내,지하,3,(B3) 냉정역 방향 2-1 출입문 앞,운행,800형,8801-279
2호선,개금,8,상행,,지하,3,(B3) 냉정역 방향 2-1 출입문 앞,지하,1,(B1) 4번 출입구 쪽 표 내는 곳 내,운행,1200형,8801-280
2호선,동의대,1,상행,,지하,4,(B4) 가야역 방향 5-2 출입문 앞,지하,2,(B2) 1번 출입구 쪽 표 내는 곳 내,운행,1200형,8801-262
2호선,동의대,2,하행,,지하,2,(B2)1번 출입구 쪽 표 내는 곳 내,지하,4,(B4) 가야역 방향 5-2 출입문 앞,운행,800형,8800-604
2호선,동의대,3,하행,,지하,2,(B2)1번 출입구 쪽 표 내는 곳 내,지하,4,(B4) 개금역 방향 6-4 출입문 앞,운행,800형,8801-263
2호선,동의대,4,상행,,지하,4,(B4) 개금역 방향 6-4 출입문 앞,지하,2,(B2)1번 출입구 쪽 표 내는 곳 내,운행,1200형,8801-264
2호선,동의대,5,상행,,지하,4,(B4) 가야역 방향 1-2 출입문 앞,지하,2,(B2) 5번/7번 출입구 쪽 표내는 곳 내,운행,1200형,8801-265
2호선,동의대,6,하행,,지하,2,(B2) 5번/7번 출입구 쪽 표내는 곳 내,지하,4,(B4) 가야역 방향 1-2 출입문 앞,운행,800형,8801-266
2호선,동의대,7,하행,,지하,2,(B2) 5번/7번 출입구 쪽 표내는 곳 내,지하,4,(B4) 개금역 방향 3-1 출입문 앞,운행,800형,8801-267
2호선,동의대,8,상행,,지하,4,(B4) 개금역 방향 3-1 출입문 앞,지하,2,(B2) 5번/7번 출입구 쪽 표내는 곳 내,운행,1200형,8801-268
2호선,가야,1,상행,,지하,3,(B3) 부암역 방향 승강장 5-1 출입문 앞,지하,1,(B1) 표내는 곳 내 1/3번 출입구 방향 ,운행,1200형,8801-285
2호선,가야,2,하행,,지하,1,(B1) 표내는 곳 내 1/3번 출입구 방향 ,지하,3,(B3) 부암역 방향 승강장 5-1 출입문 앞,운행,800형,8801-286
2호선,가야,3,하행,,지하,1,(B1) 표내는 곳 내 2/4번 출입구 방향 ,지하,3,(B3) 동의대역 방향 승강장 6-4 출입문 앞,운행,800형,8801-287
2호선,가야,4,상행,,지하,3,(B3) 동의대역 방향 승강장 6-4 출입문 앞,지하,1,(B1) 표내는 곳 내 2/4번 출입구 방향 ,운행,1200형,8801-288
2호선,가야,5,상행,,지하,3,(B3) 부암역 방향 승강장 1-1 출입문 앞,지하,1,(B1) 표내는 곳 내 3번 출입구 방향,운행,1200형,8801-289
2호선,가야,6,하행,,지하,1,(B1) 표내는 곳 내 3번 출입구 방향,지하,3,(B3) 부암역 방향 승강장 1-1 출입문 앞,운행,800형,8801-290
2호선,가야,7,하행,,지하,1,(B1) 표내는 곳 내 4번 출입구 방향,지하,3,(B3) 동의대역 방향 승강장 2-4 출입문 앞,운행,800형,8801-291
2호선,가야,8,상행,,지하,3,(B3) 동의대역 방향 승강장 2-4 출입문 앞,지하,1,(B1) 표내는 곳 내 4번 출입구 방향,운행,1200형,8801-292
2호선,부암,1,상행,5번,지하,3,(B3)서면역 방향 1-1 출입문 앞 ,지하,1,"(B1) 개찰구 내, 5번/6번 출입구 방향",운행,1200형,8801-233
2호선,부암,2,하행,5번,지하,1,(B1) 서면역 방향 개찰구 내 엘리베이터 뒤,지하,3,(B3) 서면역 방향 1-1 출입문 앞,운행,800형,8801-234
2호선,부암,3,하행,6번,지하,1,(B1) 가야역 방향 개찰구 내 엘리버이터 뒤 ,지하,3, (B3) 가야역 방향 6-4 출입문 앞,운행,800형,8801-187
2호선,부암,4,상행,6번,지하,3,(B3) 가야역 방향 6-4 출입문 앞 ,지하,1,"(B1) 개찰구 내, 5번/6번 출입구 방향",운행,1200형,8801-235
2호선,부암,5,상행,7번,지하,3,(B3) 서면역 방향 1-1 출입문 근처,지하,1," (B1) 개찰구 내, 7번출구 방향",운행,1200형,8801-236
2호선,부암,6,하행,7번,지하,1,"(B1) 서면역 방향 개찰구 내, 7번 출입구 방향 ",지하,3,(B3) 서면역 방향 1-1 출입문 근처,운행,800형,8801-237
2호선,부암,7,하행,8번,지하,1,"(B1) 가야역 방향 개찰구 내, 8번 출입구 방향",지하,3, (B3) 가야역 방향 2-3 출입문 근처,운행,800형,8804-653
2호선,부암,8,상행,8번,지하,3,(B3) 가야역 방향 2-3 출입문 근처 ,지하,1,"(B1) 개찰구 내, 8번출구 방향",운행,1200형,8801-238
2호선,2서면,1,상행,5번,지하,1,(B1) 5번 출입구 아래,지상,1,(1F) 5번 출입구 위,운행,1200형,8803-678
2호선,2서면,2,상행,11번,지하,1,(B1) 11번 출입구 아래,지상,1,(1F) 11번 출입구 위,운행,1200형,8803-679
2호선,2서면,3,하행,9번,지하,1,(B1) 9번 출입구 아래,지상,1,(1F) 9번 출입구 위,운행,1200형,8801-103
2호선,2서면,4,상행,9번,지하,1,(B1) 9번 출입구 아래,지상,1,(1F) 9번 출입구 위,운행,1200형,8801-137
2호선,2서면,5,상행,11번,지하,2,2호선 대합실,지하,1,1호선 대합실(고객센터 근처),운행,1200형,8807-146
2호선,2서면,6,하행,11번,지하,1,1호선 대합실 (고객센터 근처),지하,2,2호선 대합실,운행,1200형,8807-147
2호선,2서면,7,하행,,지하,3,(B3) 2호선 승강장 6-4 출입문 뒤,지하,2,(B2) 1호성 승강장 부전역 방향 환승통로 중간,운행,1200형,8801-101
2호선,2서면,8,상행,,지하,3,(B3) 2호선 승강장 6-4 출입문 뒤,지하,2,(B2) 1호성 승강장 부전역 방향 환승통로 중간,운행,1200형,8801-102
2호선,전포,1,하행,7번,지상,1,지상1층 7번 출입구,지하,1,지하1층 7번 출입구,운행,800형,8805-174
2호선,전포,2,상행,7번,지하,1,지하1층 7번 출입구,지상,1,지상1층 7번 출입구,운행,1200형,8805-175
2호선,전포,3,하행,8번,지상,1,지상1층 8번 출입구,지하,1,지하1층 8번 출입구,운행,800형,8805-176
2호선,전포,4,상행,8번,지하,1,지하1층 8번 출입구,지상,1,지상1층 8번 출입구,운행,1200형,8805-177
2호선,"국제금융
부산은행",1,상행,,지하,1,(B1) BIFC 방향 계단 우측 > (B1) 3번 출입구 방향,지상,1,(1F) 3번 출입구 근처,운행,1200형,8803-978
2호선,"국제금융
부산은행",2,하행,,지상,1,(1F) 3번 출입구 근처,지하,1,(B1) BIFC 방향 계단 우측 > (B1) 3번 출입구 방향,운행,1200형,8803-979
2호선,"국제금융
부산은행",3,상행,,지하,1,(B1) 1/3번 출입구 방향,지하,1,(B1) 부산은행 본점 입구 옆,운행,1200형,8803-982
2호선,"국제금융
부산은행",4,하행,,지하,1,(B1) 부산은행 본점 입구 옆,지하,1,(B1) 1/3번 출입구 방향,운행,1200형,8803-983
2호선,문현,1,상행,,지하,3,(B3) 지게골역 방향 승강장 5-3,지하,1,(B1) 대합실 10번대 개찰구 내,운행,1200형,8800-773
2호선,문현,2,하행,,지하,1,(B1) 대합실 10번대 개찰구 내,지하,3,(B3) 지게골역 방향 승강장 5-3,운행,800형,8800-774
2호선,문현,3,하행,,지하,1,(B1) 대합실 20번대 개찰구 내,지하,3,(B3) 국제금융센터 부산은행역 방향 승강장 5-3,운행,800형,8800-775
2호선,문현,4,상행,,지하,3,(B3) 국제금융센터 부산은행역 방향 승강장 5-3,지하,1,(B1) 대합실 20번대 개찰구 내,운행,1200형,8800-776
2호선,문현,5,상행,,지하,3,(B3) 지게골역 방향 승강장 4-1,지하,1,(B1) 대합실 1번대 개찰구 내,운행,1200형,8800-777
2호선,문현,6,하행,,지하,1,(B1) 대합실 1번대 개찰구 내,지하,3,(B3) 지게골역 방향 승강장 4-1,운행,800형,8800-778
2호선,문현,7,하행,,지하,1,(B1) 대합실 30번대 개찰구 내,지하,3,(B3) 국제금융센터 부산은행역 방향 승강장 1-4,운행,800형,8800-779
2호선,문현,8,상행,,지하,3,(B3) 국제금융센터 부산은행역 방향 승강장 1-4,지하,1,(B1) 대합실 30번대 개찰구 내,운행,1200형,8800-780
2호선,지게골,1,상행,,지하,4,(B4) 못골역 방면 승강장 5-1출입문앞,지하,2,(B2) E/L4호기 앞,운행,1200형,8801-254
2호선,지게골,2,하행,,지하,2,(B2) E/L4호기 앞,지하,4,(B4) 못골역 방면 승강장 5-1출입문앞,운행,800형,8801-255
2호선,지게골,3,하행,,지하,2,(B2) 환경사 대기실 앞,지하,4,(B4) 문현역 방면 승강장 6-4출입문 앞,운행,800형,8801-256
2호선,지게골,4,상행,,지하,4,(B4) 문현역 방면 승강장 6-4출입문 앞,지하,2,(B2) 환경사 대기실 앞,운행,1200형,8801-257
2호선,지게골,5,상행,,지하,4,(B4) 못골역 방면 승강장 1-1출입문앞,지하,2,(B2) 전기실 앞,운행,1200형,8801-258
2호선,지게골,6,하행,,지하,2,(B2) 전기실 앞,지하,4,(B4) 못골역 방면 승강장 1-1출입문앞,운행,800형,8801-259
2호선,지게골,7,하행,,지하,2,(B2) 신호기기실 앞,지하,4,(B4) 문현역 방면 승강장 2-4출입문 앞,운행,800형,8801-260
2호선,지게골,8,상행,,지하,4,(B4) 문현역 방면 승강장 2-4출입문 앞,지하,2,(B2) 신호기기실 앞,운행,1200형,8801-261
2호선,못골,1,상행,,지하,3,대연역 방향 5-1 출입문 앞,지하,1,대합실(중앙) 3번 출구 방향,운행,1200형,8801-240
2호선,못골,2,하행,,지하,3,대연역 방향 5-1 출입문 앞,지하,1,대합실(중앙) 3번 출구 방향,운행,800형,8801-241
2호선,못골,3,하행,,지하,3,지게골역 방향 2-4 출입문 앞,지하,1,대합실(중앙)  4번 출구 방향,운행,800형,8801-242
2호선,못골,4,상행,,지하,3,지게골역 방향 2-4 출입문 앞,지하,1,대합실(중앙)  4번 출구 방향,운행,1200형,8801-243
2호선,못골,5,상행,,지하,3,대연역 방향 1-4 출입문 앞,지하,1,대합실(중앙)  4번 출구 방향,운행,1200형,8801-244
2호선,못골,6,하행,,지하,3,대연역 방향 1-4 출입문 앞,지하,1,대합실(중앙)  4번 출구 방향,운행,800형,8801-245
2호선,못골,7,하행,,지하,3,지게골역 방향 3-4 출입문 앞,지하,1,대합실(중앙) 3번 출구 방향,운행,800형,8801-246
2호선,못골,8,상행,,지하,3,지게골역 방향 3-4 출입문 앞,지하,1,대합실(중앙) 3번 출구 방향,운행,1200형,8801-247
2호선,대연,1,상행,,지하,3,(B3) 경성대부경대역 방향 5-2출입문 앞,지하,1,(B1) 10~15 표내는 곳 앞,운행,1200형,8801-216
2호선,대연,2,하행,,지하,1,(B1) 10~15 표내는 곳 앞,지하,3,(B3) 경성대부경대역 방향 5-2출입문 앞,운행,800형,8801-217
2호선,대연,3,하행,,지하,1,(B1) 20~25 표내는 곳 앞 ,지하,3,(B3) 못골역 방향 6-4출입문 앞 ,운행,800형,8801-218
2호선,대연,4,상행,,지하,3,(B3) 못골역 방향 6-4출입문 앞 ,지하,1,(B1) 20~25 표내는 곳 앞 ,운행,1200형,8801-219
2호선,대연,5,상행,,지하,3,(B3) 경성대부경대역 방향 1-1출입문 앞,지하,1,(B1) 1~4 표내는 곳 안,운행,1200형,8801-220
2호선,대연,6,하행,,지하,1,(B1) 1~4 표내는 곳 안,지하,3,(B3) 경성대부경대역 방향 1-1출입문 앞,운행,800형,8801-221
2호선,대연,7,하행,,지하,1,(B1) 1~4 표내는 곳 안,지하,3,(B3) 못골역 방향 2-2출입문 앞 ,운행,800형,8801-222
2호선,대연,8,상행,,지하,3,(B3) 못골역 방향 2-2출입문 앞 ,지하,1,(B1) 1~4 표내는 곳 안,운행,1200형,8801-223
2호선,경성대부경대,1,상행,,지하,3,B3 남천역 방향 승강장 6-1출입문 앞,지하,1,B1 대합실 1번 출입구 방향 표 내는 곳 내,운행,1200형,8801-224
2호선,경성대부경대,2,하행,,지하,1,B1 대합실 1번 출입구 방향 표 내는 곳 내 ,지하,3,B3 남천역 방향 승강장 6-1 출입문 앞,운행,800형,8801-225
2호선,경성대부경대,3,하행,,지하,1,B1 대합실 2번 출입구 방향 표 내는 곳 내,지하,3,B3 대연역 방향 승강장 6-4 출입문 앞,운행,800형,8801-226
2호선,경성대부경대,4,상행,,지하,3,B3 대연역 방향 승강장 6-4 출입문 앞,지하,1,B1 대합실 2번 출입구 방향 표 내는 곳 내,운행,1200형,8801-227
2호선,경성대부경대,5,상행,,지하,3,B3 남천역 방향 승강장 1-1 출입문 앞,지하,1,B1 대합실 3번 출입구 방향 표 내는 곳 내,운행,1200형,8801-228
2호선,경성대부경대,6,하행,,지하,1,B1 대합실 3번 출입구 방향 표 내는 곳 내,지하,3,B3 남천역 방향 승강장 1-1 출입문 앞,운행,800형,8801-229
2호선,경성대부경대,7,하행,,지하,1,B1 대합실 4번 출입구 방향 표 내는 곳 내,지하,3,B3 대연역 방향 승강장 2-1 출입문 앞,운행,800형,8801-230
2호선,경성대부경대,8,상행,,지하,3,B3 대연역 방향 승강장 2-1 출입문 앞,지하,1,B1 대합실 4번 출입구 방향 표 내는 곳 내,운행,1200형,8801-231
2호선,남천,1,상행,,지하,3,(B3) 장산역 방향 승강장 5-4 출입문 앞,지하,1,(B1) 대합실 표내는곳(10번대 게이트) E/L 3호기 뒤쪽 ,운행,1200형,8800-407
2호선,남천,2,하행,,지하,1,(B1) 대합실 표내는곳(10번대 게이트) E/L 3호기 뒤쪽 ,지하,3,(B3) 장산역 방향 승강장 5-4 출입문 앞,운행,800형,8800-408
2호선,남천,3,하행,,지하,1,(B1) 대합실 표내는곳(20번대 게이트) E/L 4호기 뒤쪽 ,지하,3,(B3) 양산역 방향 승강장 6-4 출입문 근처,운행,800형,8800-409
2호선,남천,4,상행,,지하,3,(B3) 양산역 방향 승강장 6-4 출입문 근처,지하,1,(B1) 대합실 표내는곳(20번대 게이트) E/L 4호기 뒤쪽 ,운행,1200형,8800-410
2호선,남천,5,상행,,지하,3,(B3) 장산역 방향 승강장 1-1 출입문 근처,지하,1,"(B1) 대합실 표내는곳(1번대 게이트) , 3번 출입구 방향",운행,1200형,8800-411
2호선,남천,6,하행,,지하,1,"(B1) 대합실 표내는곳(1번대 게이트) , 3번 출입구 방향",지하,3,(B3) 장산역 방향 승강장 1-1 출입문 근처,운행,800형,8800-412
2호선,남천,7,하행,,지하,1,"(B1) 대합실 표내는곳(30번대 게이트) , 4번 출입구 방향",지하,3,(B3) 양산역 방향 승강장 2-1 출입문 앞,운행,800형,8800-413
2호선,남천,8,상행,,지하,3,(B3) 양산역 방향 승강장 2-1 출입문 앞,지하,1,"(B1) 대합실 표내는곳(30번대 게이트) , 4번 출입구 방향",운행,1200형,8800-414
2호선,금련산,1,상행,,지하,4,(B4) 광안역 방향 승강장 5-2 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 1번/3번 출입구 방향",운행,1200형,8800-457
2호선,금련산,2,하행,,지하,2,"(B2) 표 내는 곳 내, 1번/3번 출입구 방향",지하,4,(B4) 광안역 방향 승강장 5-2 출입문 앞,운행,800형,8800-458
2호선,금련산,3,하행,,지하,2,"(B2) 표 내는 곳 내, 2번/4번 출입구 방향",지하,4,(B4) 남천역 방향 승강장 6-4 출입문 앞,운행,800형,8800-459
2호선,금련산,4,상행,,지하,4,(B4) 남천역 방향 승강장 6-4 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 2번/4번 출입구 방향",운행,1200형,8800-460
2호선,금련산,5,상행,,지하,4,(B4) 광안역 방향 승강장 1-1 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 5번 출입구 방향",운행,1200형,8800-461
2호선,금련산,6,하행,,지하,2,"(B2) 표 내는 곳 내, 5번 출입구 방향",지하,4,(B4) 광안역 방향 승강장 1-1 출입문 앞,운행,800형,8800-462
2호선,금련산,7,하행,,지하,2,"(B2) 표 내는 곳 내, 6번 출입구 방향",지하,4,(B4) 남천역 방향 승강장 2-1 출입문 앞,운행,800형,8800-463
2호선,금련산,8,상행,,지하,4,(B4) 남천역 방향 승강장 2-1 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 6번 출입구 방향",운행,1200형,8800-464
2호선,광안,1,상행,,지하,4,(B4) 수영역 방향 승강장 5-4 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 1번 출입구 방향",운행,1200형,8800-477
2호선,광안,2,하행,,지하,2,"(B2) 표 내는 곳 내, 1번 출입구 방향",지하,4,(B4) 수영역 방향 승강장 5-4 출입문 앞,운행,800형,8800-478
2호선,광안,3,하행,,지하,2,"(B2) 표 내는 곳 내, 2번 출입구 방향",지하,4,(B4) 금련산역 방향 승강장 6-4 출입문 앞,운행,800형,8800-479
2호선,광안,4,상행,,지하,4,(B4) 금련산역 방향 승강장 6-4 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 2번 출입구 방향",운행,1200형,8800-480
2호선,광안,5,상행,,지하,4,(B4) 수영역 방향 승강장 1-1 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 3번/5번 출입구 방향",운행,1200형,8800-481
2호선,광안,6,하행,,지하,2,"(B2) 표 내는 곳 내, 3번/5번 출입구 방향",지하,4,(B4) 수영역 방향 승강장 1-1 출입문 앞,운행,800형,8800-482
2호선,광안,7,하행,,지하,2,"(B2) 표 내는 곳 내, 4번/6번 출입구 방향",지하,4,(B4) 금련산역 방향 승강장 2-1 출입문 앞,운행,800형,8800-483
2호선,광안,8,상행,,지하,4,(B4) 금련산역 방향 승강장 2-1 출입문 앞,지하,2,"(B2) 표 내는 곳 내, 4번/6번 출입구 방향",운행,1200형,8800-484
2호선,2수영,1,상행,15번,지하,1,(B1) 15번 출입구 방향,지상,1,(1F) 15번 출입구 앞,운행,800형,8803-122
2호선,2수영,2,하행,15번,지상,1,(1F) 15번 출입구 앞,지하,1,(B1) 15번 출입구 방향,운행,800형,8803-123
2호선,2수영,3,상행,,지하,2,(B2)민락역 방향 5-3 출입문 앞,지하,1,(B1) 10번 출입구 방향,운행,1200형,8800-044
2호선,2수영,4,하행,,지하,1,(B1) 30번대 표 내는 곳 방향,지하,2,(B2)민락역 방향 6-4 출입문 앞,운행,1200형,8800-045
2호선,2수영,5,하행,,지하,1,(B1) 10번대 표 내는 곳 방향,지하,2,(B2)광안역 방향 1-1 출입문 앞,운행,1200형,8800-046
2호선,2수영,6,상행,,지하,2,(B2)광안역 방향 2-2 출입문 앞,지하,1,(B1) 1번대 표 내는 곳 방향,운행,1200형,8800-047
2호선,민락,1,상행,,지하,3,(B3) 센텀시티역 방향 승강장 5-3 출입문 앞,지하,1,"(B1) 표 내는 곳 내, 1번/2번 출입구 방향",운행,1200형,8800-465
2호선,민락,2,하행,,지하,1,"(B1) 표 내는 곳 내, 1번/2번 출입구 방향",지하,3,(B3) 센텀시티역 방향 승강장 5-3 출입문 앞,운행,800형,8800-466
2호선,민락,3,하행,,지하,1,"(B1) 표 내는 곳 내, 1번/2번 출입구 방향",지하,3,B3) 수영역 방향 승강장 6-4 출입문 앞,운행,800형,8800-467
2호선,민락,4,상행,,지하,3,(B3) 수영역 방향 승강장 6-4 출입문 앞,지하,1,"(B1) 표 내는 곳 내, 1번/2번 출입구 방향",운행,1200형,8800-468
2호선,민락,5,상행,,지하,3,(B3) 센텀시티역 방향 승강장 1-1 출입문 근처,지하,1,"(B1) 표 내는 곳 내, 3번/4번 출입구 방향",운행,1200형,8800-469
2호선,민락,6,하행,,지하,1,"(B1) 표 내는 곳 내, 3번/4번 출입구 방향",지하,3,(B3) 센텀시티역 방향 승강장 1-1 출입문 근처,운행,800형,8800-470
2호선,민락,7,하행,,지하,1,"(B1) 표 내는 곳 내, 3번/4번 출입구 방향",지하,3,(B3) 수영역 방향 승강장 2-4 출입문 앞,운행,800형,8800-471
2호선,민락,8,상행,,지하,3,(B3) 수영역 방향 승강장 2-4 출입문 앞,지하,1,"(B1) 표 내는 곳 내, 3번/4번 출입구 방향",운행,1200형,8800-472
2호선,센텀시티,1,상행,1번,지하,1,(B1) 1번 출입구,지상,1,(1F) 1번 출입구,운행,1200형,8803-532
2호선,센텀시티,2,하행,2번,지상,1,(1F) 1번 출입구,지하,1,(B1) 1번 출입구,운행,1200형,8803-533
2호선,센텀시티,3,상행,6번,지하,1,(B1) 6번 출입구,지상,1,(1F) 6번 출입구,운행,800형,8800-293
2호선,센텀시티,4,하행,6번,지상,1,(1F) 6번 출입구,지하,1,(B1) 6번 출입구,운행,800형,8800-294
