호선명,역번호,역명,종착역 여부,환승역 여부,승강장 유형,역 위도,역 경도,엘리베이터 내부 관리번호,엘리베이터 고유번호,출발층,출발 구분,출발층위,도착층,도착 구분,도착층위,이동방향,단계별 대체 경로,경로 이용 가능 여부,경로복잡도 점수,경로복잡도 등급,학습라벨,대체경로유형
1,119,서면,N,Y,상대식,35.15828203,129.0595561,1,E-0119-01,역사 외부,지상,1,대합실,지하,1,양방향,"1호선 2호기 이용 또는 2호선 1호기 이용 또는 2호선 2호기 이용, 휠체어리프트 2호기 이용",Y,3,보통,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,2,E-0119-02,대합실,지하,1,역사 외부,지상,1,양방향,"1호선 1호기 이용 또는 휠체어리프트 2호기 이용, 2호선 1호기 이용 또는 휠체어리프트 2호기 이용, 2호선 2호기 이용",Y,4,보통,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,2,E-0119-02,역사 외부,지상,1,대합실,지하,1,양방향,"1호선 1호기 이용 또는 2호선 1호기 이용, 휠체어리프트 2호기 이용 또는 2호선 2호기 이용, 휠체어리프트 2호기 이용",Y,4,보통,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,3,E-0119-03,승강장,지하,2,대합실,지하,1,양방향,"2호선 4호기 이용(2호선 승강장 이동), 2호선 5호기 이용(2호선 대합실 이동), 휠체어리프트 2호기 이용(1호선 대합실 이동)",Y,5,보통,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,3,E-0119-03,대합실,지하,1,승강장,지하,2,양방향,"휠체어리프트 2호기 이용(2호선 대합실 이동), 2호선 5호기 이용(2호선 승강장 이동), 2호선 4호기 이용(다대포해수욕장행 승강장 이동)",Y,5,보통,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,4,E-0119-04,승강장,지하,2,대합실,지하,1,양방향,"휠체어리프트 1호기 이용(중층 이동), 2호선 3호기 이용(2호선 승강장 이동), 2호선 4호기 이용(다대포해수욕장행 승강장 이동), 1호선 3호기 이용(1호선 대합실 이동)",Y,6,복잡,대체 엘리베이터 이용,ALT_ELV
1,119,서면,N,Y,상대식,35.15828203,129.0595561,4,E-0119-04,대합실,지하,1,승강장,지하,2,양방향,"1호선 3호기 이용(다대포해수욕장행 승강장 이동), 2호선 4호기 이용(2호선 승강장 이동), 2호선 3호기 이용(중층 이동), 휠체어리프트 1호기 이용(노포행 승강장 이동)",Y,6,복잡,대체 엘리베이터 이용,ALT_ELV
1,120,부전,N,N,상대식,35.16258653,129.0629518,1,E-0120-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,120,부전,N,N,상대식,35.16258653,129.0629518,1,E-0120-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,120,부전,N,N,상대식,35.16258653,129.0629518,2,E-0120-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,120,부전,N,N,상대식,35.16258653,129.0629518,2,E-0120-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,120,부전,N,N,상대식,35.16258653,129.0629518,3,E-0120-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 서면역 하차, 반대방향 노포행 열차 이용, 부전역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,120,부전,N,N,상대식,35.16258653,129.0629518,3,E-0120-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 양정역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,120,부전,N,N,상대식,35.16258653,129.0629518,4,E-0120-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 양정역 하차, 반대방향 다대포해수욕장행 열차 이용, 부전역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,120,부전,N,N,상대식,35.16258653,129.0629518,4,E-0120-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 서면역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,121,양정,N,N,상대식,35.17312208,129.0713659,1,E-0121-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용 또는 3호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,1,E-0121-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용 또는 3호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,2,E-0121-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 3호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,2,E-0121-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 3호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,3,E-0121-03,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 2호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,3,E-0121-03,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 2호기 이용 또는 4호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,4,E-0121-04,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용 또는 2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,4,E-0121-04,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용 또는 2호기 이용 또는 3호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,121,양정,N,N,상대식,35.17312208,129.0713659,5,E-0121-05,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 부전역 하차, 반대방향 노포행 열차 이용, 양정역 하차, 6호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,121,양정,N,N,상대식,35.17312208,129.0713659,5,E-0121-05,대합실,지하,1,승강장,지하,2,양방향,"6호기 이용(노포행 승강장 이동), 노포행 열차 이용, 시청역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,121,양정,N,N,상대식,35.17312208,129.0713659,6,E-0121-06,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 시청역 하차, 반대방향 다대포해수욕장행 열차 이용, 양정역 하차, 5호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,121,양정,N,N,상대식,35.17312208,129.0713659,6,E-0121-06,대합실,지하,1,승강장,지하,2,양방향,"5호기 이용(다대포해수욕장행 승강장 이동), 다대포해수욕장행 열차 이용, 부전역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,122,시청,N,N,상대식,35.17983736,129.0766418,1,E-0122-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,122,시청,N,N,상대식,35.17983736,129.0766418,1,E-0122-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,122,시청,N,N,상대식,35.17983736,129.0766418,2,E-0122-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,122,시청,N,N,상대식,35.17983736,129.0766418,2,E-0122-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,122,시청,N,N,상대식,35.17983736,129.0766418,3,E-0122-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 양정역 하차, 반대방향 노포행 열차 이용, 시청역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,122,시청,N,N,상대식,35.17983736,129.0766418,3,E-0122-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 연산역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,122,시청,N,N,상대식,35.17983736,129.0766418,4,E-0122-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 연산역 하차, 반대방향 다대포해수욕장행 열차 이용, 시청역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,122,시청,N,N,상대식,35.17983736,129.0766418,4,E-0122-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 양정역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,123,연산,N,Y,상대식,35.18616847,129.0815341,1,E-0123-01,대합실,지하,1,역사 외부,지상,1,양방향,1호선 2호기 이용 또는 1호선 3호기 이용 또는 3호선 1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,123,연산,N,Y,상대식,35.18616847,129.0815341,1,E-0123-01,역사 외부,지상,1,대합실,지하,1,양방향,1호선 2호기 이용 또는 1호선 3호기 이용 또는 3호선 1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,123,연산,N,Y,상대식,35.18616847,129.0815341,2,E-0123-02,대합실,지하,1,역사 외부,지상,1,양방향,1호선 1호기 이용 또는 1호선 3호기 이용 또는 3호선 1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,123,연산,N,Y,상대식,35.18616847,129.0815341,2,E-0123-02,역사 외부,지상,1,대합실,지하,1,양방향,1호선 1호기 이용 또는 1호선 3호기 이용 또는 3호선 1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,123,연산,N,Y,상대식,35.18616847,129.0815341,3,E-0123-03,대합실,지하,1,역사 외부,지상,1,양방향,1호선 1호기 이용 또는 1호선 2호기 이용 또는 1호선 3호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,123,연산,N,Y,상대식,35.18616847,129.0815341,3,E-0123-03,역사 외부,지상,1,대합실,지하,1,양방향,1호선 1호기 이용 또는 1호선 2호기 이용 또는 1호선 3호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,1,E-0124-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,1,E-0124-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,2,E-0124-02,대합실,지하,1,역사 외부,지상,1,양방향,5호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,2,E-0124-02,역사 외부,지상,1,대합실,지하,1,양방향,5호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,3,E-0124-03,승강장,지하,1,승강장,지하,1,양방향,"4호기 이용(다대포해수욕장행 승강장 이동), 다대포해수욕장행 열차 이용, 연산역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,124,교대,N,N,상대식,35.19604997,129.0800348,3,E-0124-03,승강장,지하,1,승강장,지하,1,양방향,"노포행 열차 이용, 동래역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,6,복잡,타 역 환승,ALT_STN
1,124,교대,N,N,상대식,35.19604997,129.0800348,4,E-0124-04,승강장,지하,1,승강장,지하,1,양방향,"3호기 이용(노포행 승강장 이동), 노포행 열차 이용, 동래역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,124,교대,N,N,상대식,35.19604997,129.0800348,4,E-0124-04,승강장,지하,1,승강장,지하,1,양방향,"다대포해수욕장행 열차 이용, 연산역 하차, 반대방향 노포행 열차 이용",Y,6,복잡,타 역 환승,ALT_STN
1,124,교대,N,N,상대식,35.19604997,129.0800348,5,E-0124-05,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,124,교대,N,N,상대식,35.19604997,129.0800348,5,E-0124-05,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,125,동래,N,Y,상대식,35.20564099,129.0785059,1,E-0125-01,대합실,지상,1,승강장,지상,2,양방향,"노포행 열차 이용, 명륜역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,125,동래,N,Y,상대식,35.20564099,129.0785059,1,E-0125-01,승강장,지상,2,대합실,지상,1,양방향,"다대포해수욕장행 열차 이용, 교대역 하차, 반대방향 노포행 열차 이용, 동래역 하차, 2호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
4,125,동래,N,Y,상대식,35.20564099,129.0785059,1,E-0125-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
4,125,동래,N,Y,상대식,35.20564099,129.0785059,1,E-0125-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,125,동래,N,Y,상대식,35.20564099,129.0785059,2,E-0125-02,대합실,지상,1,승강장,지상,2,양방향,"다대포해수욕장행 열차 이용, 교대역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,125,동래,N,Y,상대식,35.20564099,129.0785059,2,E-0125-02,승강장,지상,2,대합실,지상,1,양방향,"노포행 열차 이용, 명륜역 하차, 반대방향 다대포해수욕장행 열차 이용, 동래역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
4,125,동래,N,Y,상대식,35.20564099,129.0785059,2,E-0125-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
4,125,동래,N,Y,상대식,35.20564099,129.0785059,2,E-0125-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
4,125,동래,N,Y,상대식,35.20564099,129.0785059,3,E-0125-03,승강장,지하,4,대합실,지하,1,양방향,"미남행 열차 이용, 미남역 하차, 반대방향 안평행 열차 이용, 동래역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
4,125,동래,N,Y,상대식,35.20564099,129.0785059,3,E-0125-03,대합실,지하,1,승강장,지하,4,양방향,"안평행 열차 이용, 수안역 하차, 반대방향 미남행 열차 이용",Y,9,복잡,타 역 환승,ALT_STN
4,125,동래,N,Y,상대식,35.20564099,129.0785059,4,E-0125-04,승강장,지하,4,대합실,지하,1,양방향,"안평행 열차 이용, 수안역 하차, 반대방향 미남행 이용, 동래역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
4,125,동래,N,Y,상대식,35.20564099,129.0785059,4,E-0125-04,대합실,지하,1,승강장,지하,4,양방향,"미남행 열차 이용, 미남역 하차, 반대방향 안평행 열차 이용",Y,9,복잡,타 역 환승,ALT_STN
1,126,명륜,N,N,상대식,35.21255081,129.0796593,1,E-0126-01,대합실,지상,1,승강장,지상,2,양방향,"다대포해수욕장행 열차 이용, 동래역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,126,명륜,N,N,상대식,35.21255081,129.0796593,1,E-0126-01,승강장,지상,2,대합실,지상,1,양방향,"노포행 열차 이용, 온천장역 하차, 반대방향 다대포해수욕장행 열차 이용, 명륜역 하차, 5번출구 외부 동래구청 엘리베이터 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,126,명륜,N,N,상대식,35.21255081,129.0796593,99,E-0126-99,대합실,지상,1,승강장,지상,2,양방향,"노포행 열차 이용, 온천장역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,126,명륜,N,N,상대식,35.21255081,129.0796593,99,E-0126-99,승강장,지상,2,대합실,지상,1,양방향,"다대포해수욕장행 열차 이용, 동래역 하차, 반대방향 노포행 열차 이용, 명륜역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,127,온천장,N,N,상대식,35.22024889,129.0864372,1,E-0127-01,대합실,지상,1,승강장,지상,2,양방향,"다대포해수욕장행 열차 이용, 명륜역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,127,온천장,N,N,상대식,35.22024889,129.0864372,1,E-0127-01,승강장,지상,2,대합실,지상,1,양방향,"노포행 열차 이용, 부산대역 하차, 반대방향 다대포해수욕장행 열차 이용, 온천장역 하차, 5번 7번 연결육교 동래구청 엘리베이터 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,128,부산대,N,N,상대식,35.22960918,129.0893582,1,E-0128-01,대합실,지상,1,승강장,지상,2,양방향,"노포행 열차 이용, 장전역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,128,부산대,N,N,상대식,35.22960918,129.0893582,1,E-0128-01,승강장,지상,2,대합실,지상,1,양방향,"다대포해수욕장행 열차 이용, 온천장역 하차, 반대방향 노포행 열차 이용, 부산대역 하차, 2호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,128,부산대,N,N,상대식,35.22960918,129.0893582,2,E-0128-02,대합실,지상,1,승강장,지상,2,양방향,"다대포해수욕장행 열차 이용, 온천장역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,128,부산대,N,N,상대식,35.22960918,129.0893582,2,E-0128-02,승강장,지상,2,대합실,지상,1,양방향,"노포행 열차 이용, 장전역 하차, 반대방향 다대포해수욕장행 열차 이용, 부산대역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,129,장전,N,N,상대식,35.23810964,129.0881109,1,E-0129-01,대합실,지상,1,승강장,지상,2,양방향,"노포행 열차 이용, 구서역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,129,장전,N,N,상대식,35.23810964,129.0881109,1,E-0129-01,승강장,지상,2,대합실,지상,1,양방향,"다대포해수욕장행 열차 이용, 부산대역 하차, 반대방향 노포행 열차 이용, 장전역 하차, 2호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,129,장전,N,N,상대식,35.23810964,129.0881109,2,E-0129-02,대합실,지상,1,승강장,지상,2,양방향,"다대포해수욕장행 열차 이용, 부산대역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,129,장전,N,N,상대식,35.23810964,129.0881109,2,E-0129-02,승강장,지상,2,대합실,지상,1,양방향,"노포행 열차 이용, 구서역 하차, 반대방향 다대포해수욕장행 열차 이용, 장전역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,대합실,지하,1,승강장,지하,3,양방향,"노포행 열차 이용, 두실역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,승강장,지하,3,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 장전역 하차, 반대방향 노포행 열차 이용, 구서역 하차, 2호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,역사 외부,지상,1,승강장,지하,3,양방향,"노포행 열차 이용, 두실역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,130,구서,N,N,상대식,35.24740654,129.0913269,1,E-0130-01,승강장,지하,3,역사 외부,지상,1,양방향,"다대포해수욕장행 열차 이용, 장전역 하차, 반대방향 노포행 열차 이용, 구서역 하차, 2호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,대합실,지하,1,승강장,지하,3,양방향,"다대포해수욕장행 열차 이용, 장전역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,승강장,지하,3,대합실,지하,1,양방향,"노포행 열차 이용, 두실역 하차, 반대방향 다대포해수욕장행 열차 이용, 구서역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,역사 외부,지상,1,승강장,지하,3,양방향,"다대포해수욕장행 열차 이용, 장전역 하차, 반대방향 노포행 열차 이용",Y,8,복잡,타 역 환승,ALT_STN
1,130,구서,N,N,상대식,35.24740654,129.0913269,2,E-0130-02,승강장,지하,3,역사 외부,지상,1,양방향,"노포행 열차 이용, 두실역 하차, 반대방향 다대포해수욕장행 열차 이용, 구서역 하차, 1호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,131,두실,N,N,상대식,35.25695863,129.0913859,1,E-0131-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,131,두실,N,N,상대식,35.25695863,129.0913859,1,E-0131-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,131,두실,N,N,상대식,35.25695863,129.0913859,2,E-0131-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,131,두실,N,N,상대식,35.25695863,129.0913859,2,E-0131-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,131,두실,N,N,상대식,35.25695863,129.0913859,3,E-0131-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 구서역 하차, 반대방향 노포행 열차 이용, 두실역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,131,두실,N,N,상대식,35.25695863,129.0913859,3,E-0131-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 남산역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,131,두실,N,N,상대식,35.25695863,129.0913859,4,E-0131-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 남산역 하차, 반대방향 다대포해수욕장행 열차 이용, 두실역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,131,두실,N,N,상대식,35.25695863,129.0913859,4,E-0131-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 구서역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,132,남산,N,N,상대식,35.26540366,129.0924963,1,E-0132-01,대합실,지하,1,역사 외부,지상,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,132,남산,N,N,상대식,35.26540366,129.0924963,1,E-0132-01,역사 외부,지상,1,대합실,지하,1,양방향,2호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,132,남산,N,N,상대식,35.26540366,129.0924963,2,E-0132-02,대합실,지하,1,역사 외부,지상,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,132,남산,N,N,상대식,35.26540366,129.0924963,2,E-0132-02,역사 외부,지상,1,대합실,지하,1,양방향,1호기 이용,Y,1,단순,대체 엘리베이터 이용,ALT_ELV
1,132,남산,N,N,상대식,35.26540366,129.0924963,3,E-0132-03,승강장,지하,2,대합실,지하,1,양방향,"다대포해수욕장행 열차 이용, 두실역 하차, 반대방향 노포행 열차 이용, 남산역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,132,남산,N,N,상대식,35.26540366,129.0924963,3,E-0132-03,대합실,지하,1,승강장,지하,2,양방향,"노포행 열차 이용, 범어사역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,132,남산,N,N,상대식,35.26540366,129.0924963,4,E-0132-04,승강장,지하,2,대합실,지하,1,양방향,"노포행 열차 이용, 범어사역 하차, 반대방향 다대포해수욕장행 열차 이용, 남산역 하차, 3호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,132,남산,N,N,상대식,35.26540366,129.0924963,4,E-0132-04,대합실,지하,1,승강장,지하,2,양방향,"다대포해수욕장행 열차 이용, 두실역 하차, 반대방향 노포행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
1,133,범어사,N,N,상대식,35.27310548,129.0926787,1,E-0133-01,대합실,지하,2,역사 외부,지상,1,양방향,2호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,133,범어사,N,N,상대식,35.27310548,129.0926787,1,E-0133-01,역사 외부,지상,1,대합실,지하,2,양방향,2호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,133,범어사,N,N,상대식,35.27310548,129.0926787,2,E-0133-02,대합실,지하,2,역사 외부,지상,1,양방향,1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,133,범어사,N,N,상대식,35.27310548,129.0926787,2,E-0133-02,역사 외부,지상,1,대합실,지하,2,양방향,1호기 이용,Y,2,단순,대체 엘리베이터 이용,ALT_ELV
1,133,범어사,N,N,상대식,35.27310548,129.0926787,3,E-0133-03,승강장,지하,3,대합실,지하,2,양방향,"다대포해수욕장행 열차 이용, 남산역 하차, 반대방향 노포행 열차 이용, 범어사역 하차, 4호기 이용(대합실 이동)",Y,10,복잡,역 복귀 이동,ALT_BACK
1,133,범어사,N,N,상대식,35.27310548,129.0926787,3,E-0133-03,대합실,지하,2,승강장,지하,3,양방향,"노포행 열차 이용, 노포역 하차, 반대방향 다대포해수욕장행 열차 이용",Y,7,복잡,타 역 환승,ALT_STN
